3.3644e-03 & 1.7799e-05 & 3.3555e-03 & 2.1080e-05 & 2.6578e-03 & 6.2655e-03
4.7360e-02 & 3.9729e-05 & 4.7359e-02 & 4.6913e-05 & 3.3075e-05 & 9.9057e-04
