1.600000000000000000e+01, 3.487096659310233437e-02, 3.510240277640267609e-02, 3.464024284808131515e-02
1.700000000000000000e+01, 3.326563705259729525e-02, 3.348546152589029073e-02, 3.304647970671990842e-02
1.800000000000000000e+01, 3.173493685669894621e-02, 3.194373135763678428e-02, 3.152676688169389618e-02
1.900000000000000000e+01, 3.027543197670587438e-02, 3.047374941972905843e-02, 3.007769901132997456e-02
2.000000000000000000e+01, 2.888384810608754516e-02, 2.907221401264102958e-02, 2.869602903466598673e-02
2.100000000000000000e+01, 2.755706331478544741e-02, 2.773597717334673127e-02, 2.737866091545990491e-02
2.200000000000000000e+01, 2.629210104536129286e-02, 2.646203760473815267e-02, 2.612264270461388260e-02
2.300000000000000000e+01, 2.508612343527933178e-02, 2.524753393446678776e-02, 2.492515992546773598e-02
2.400000000000000000e+01, 2.393642495034195225e-02, 2.408973828806753453e-02, 2.378352926713966226e-02
2.500000000000000000e+01, 2.284042631499551973e-02, 2.298605016192980730e-02, 2.269519257178236396e-02
2.600000000000000000e+01, 2.179566872588939094e-02, 2.193399058235396409e-02, 2.165771110228113458e-02
2.700000000000000000e+01, 2.079980833570676743e-02, 2.093119653757384568e-02, 2.066876007754916630e-02
2.800000000000000000e+01, 1.985061099489199288e-02, 1.997541567023932221e-02, 1.972612346317455939e-02
2.900000000000000000e+01, 1.894594723947794560e-02, 1.906450121843764056e-02, 1.882768900574626619e-02
3.000000000000000000e+01, 1.808378751376878146e-02, 1.819640719389080744e-02, 1.797144349973165550e-02
3.100000000000000000e+01, 1.726219761716059342e-02, 1.736918378649874792e-02, 1.715546827629993790e-02
3.200000000000000000e+01, 1.647933436488521058e-02, 1.658097298490654806e-02, 1.637793490398266674e-02
3.300000000000000000e+01, 1.573344145294214638e-02, 1.583000440325913610e-02, 1.563710109153754538e-02
3.400000000000000000e+01, 1.502284551794211623e-02, 1.511459130477003573e-02, 1.493130678383465006e-02
3.500000000000000000e+01, 1.434595238302251163e-02, 1.443312681317271418e-02, 1.425897044201667255e-02
3.600000000000000000e+01, 1.370124348141282117e-02, 1.378408030354523993e-02, 1.361858549959794711e-02
3.700000000000000000e+01, 1.308727244962650839e-02, 1.316599396440164271e-02, 1.300871698656098571e-02
3.800000000000000000e+01, 1.250266188263636676e-02, 1.257747952332822529e-02, 1.242799831388590251e-02
3.900000000000000000e+01, 1.194610024375377874e-02, 1.201721512881029179e-02, 1.187512821130744418e-02
4.000000000000000000e+01, 1.141633892227943842e-02, 1.148394238124567091e-02, 1.134886781143786688e-02
4.100000000000000000e+01, 1.091218943232452956e-02, 1.097646350647638915e-02, 1.084803787372171958e-02
4.200000000000000000e+01, 1.043252074651808241e-02, 1.049363866549006541e-02, 1.037151614200199773e-02
4.300000000000000000e+01, 9.976256758618885778e-03, 1.003438339424835360e-02, 9.918234829776549286e-03
4.400000000000000000e+01, 9.542373869339466561e-03, 9.597666167892133712e-03, 9.487178227509678388e-03
4.500000000000000000e+01, 9.129898689966064323e-03, 9.182506083852392045e-03, 9.077380426637462682e-03
4.600000000000000000e+01, 8.737905858622862718e-03, 8.787970658662916726e-03, 8.687923155166709516e-03
4.700000000000000000e+01, 8.365515964281379155e-03, 8.413173733526256581e-03, 8.317933720017628429e-03
4.800000000000000000e+01, 8.011893573857647999e-03, 8.057273483928659510e-03, 7.966583051499387391e-03
4.900000000000000000e+01, 7.676245357971147459e-03, 7.719470528833433619e-03, 7.633083845536656024e-03
5.000000000000000000e+01, 7.357818311160705185e-03, 7.399006135205853964e-03, 7.316688799484241841e-03
5.100000000000000000e+01, 7.055898062564553049e-03, 7.095160513836754924e-03, 7.016688937576640549e-03
5.200000000000000000e+01, 6.769807273274659927e-03, 6.807251202637175543e-03, 6.732412022260206817e-03
5.300000000000000000e+01, 6.498904116769892159e-03, 6.534631533772748170e-03, 6.463221047848012775e-03
5.400000000000000000e+01, 6.242580839018969062e-03, 6.276689181194914334e-03, 6.208512813122053428e-03
5.500000000000000000e+01, 6.000262395022879988e-03, 6.032844785306589602e-03, 5.967716569684251675e-03
5.600000000000000000e+01, 5.771405158737942347e-03, 5.802550651673179898e-03, 5.740292743027515521e-03
5.700000000000000000e+01, 5.555495703485284487e-03, 5.585289520856138827e-03, 5.525731723461018395e-03
5.800000000000000000e+01, 5.352049650110692058e-03, 5.380573406606001946e-03, 5.323552724180443535e-03
5.900000000000000000e+01, 5.160610580310731263e-03, 5.187942499805413277e-03, 5.133302703924333930e-03
6.000000000000000000e+01, 4.980749012687268364e-03, 5.006964135700268763e-03, 4.954555351802455467e-03
6.100000000000000000e+01, 4.812061439233210856e-03, 4.837231822099347794e-03, 4.786910132021400879e-03
6.200000000000000000e+01, 4.654169420087921581e-03, 4.678364326359631988e-03, 4.629991386366825654e-03
6.300000000000000000e+01, 4.506718734531419898e-03, 4.530004819106644293e-03, 4.483447492431207569e-03
