1.600000000000000000e+01, 3.469062372456975518e-02, 2.456087604524819878e-04
1.700000000000000000e+01, 3.309364706596591710e-02, 2.341921408212032870e-04
1.800000000000000000e+01, 3.157090928194074969e-02, 2.233184697466540560e-04
1.900000000000000000e+01, 3.011899441472403252e-02, 2.129618986542095417e-04
2.000000000000000000e+01, 2.873464538381204775e-02, 2.030978353330276131e-04
2.100000000000000000e+01, 2.741475667933841384e-02, 1.937028830714190180e-04
2.200000000000000000e+01, 2.615636739546475451e-02, 1.847547827840684406e-04
2.300000000000000000e+01, 2.495665458816290899e-02, 1.762323579848063654e-04
2.400000000000000000e+01, 2.381292694248810307e-02, 1.681154624658447931e-04
2.500000000000000000e+01, 2.272261873513680905e-02, 1.603849305512051169e-04
2.600000000000000000e+01, 2.168328407874539621e-02, 1.530225297985801148e-04
2.700000000000000000e+01, 2.069259143501779585e-02, 1.460109160300405236e-04
2.800000000000000000e+01, 1.974831838437335688e-02, 1.393335905778780805e-04
2.900000000000000000e+01, 1.884834664038163854e-02, 1.329748596374452434e-04
3.000000000000000000e+01, 1.799065729779988562e-02, 1.269197956241663176e-04
3.100000000000000000e+01, 1.717332630355315054e-02, 1.211542004369353589e-04
3.200000000000000000e+01, 1.639452014049698481e-02, 1.156645705348949992e-04
3.300000000000000000e+01, 1.565249171428009442e-02, 1.104380637391605039e-04
3.400000000000000000e+01, 1.494557643407982972e-02, 1.054624676753642429e-04
3.500000000000000000e+01, 1.427218847841851997e-02, 1.007261697770153470e-04
3.600000000000000000e+01, 1.363081723768355853e-02, 9.621812877357915417e-05
3.700000000000000000e+01, 1.302002392537081506e-02, 9.192784759089338872e-05
3.800000000000000000e+01, 1.243843835044931671e-02, 8.784534759508056366e-05
3.900000000000000000e+01, 1.188475584360661023e-02, 8.396114411447564753e-05
4.000000000000000000e+01, 1.135773433047936563e-02, 8.026622317730845507e-05
4.100000000000000000e+01, 1.085619154530370091e-02, 7.675201940593101763e-05
4.200000000000000000e+01, 1.037900237873441711e-02, 7.341039501131923063e-05
4.300000000000000000e+01, 9.925096353883626835e-03, 7.023361983438064320e-05
4.400000000000000000e+01, 9.493455224916650878e-03, 6.721435238330425541e-05
4.500000000000000000e+01, 9.083110692818145010e-03, 6.434562181879248269e-05
4.600000000000000000e+01, 8.693142233204194727e-03, 6.162081084155287311e-05
4.700000000000000000e+01, 8.322675031307480778e-03, 5.903363943888874273e-05
4.800000000000000000e+01, 7.970878019503056106e-03, 5.657814944966073540e-05
4.900000000000000000e+01, 7.636962012972320878e-03, 5.424868990929088982e-05
5.000000000000000000e+01, 7.320177939322874451e-03, 5.203990313887229630e-05
5.100000000000000000e+01, 7.019815158192757067e-03, 4.994671154485443541e-05
5.200000000000000000e+01, 6.735199867069436089e-03, 4.796430509820640719e-05
5.300000000000000000e+01, 6.465693589747298527e-03, 4.608812946442969244e-05
5.400000000000000000e+01, 6.210691744032775449e-03, 4.431387475832090808e-05
5.500000000000000000e+01, 5.969622285484042605e-03, 4.263746489995943621e-05
5.600000000000000000e+01, 5.741944424142767477e-03, 4.105504755102505371e-05
5.700000000000000000e+01, 5.527147411379170795e-03, 3.956298461321188409e-05
5.800000000000000000e+01, 5.324749394128860773e-03, 3.815784327316901328e-05
5.900000000000000000e+01, 5.134296333951211301e-03, 3.683638758101923777e-05
6.000000000000000000e+01, 4.955360988484354932e-03, 3.559557055201930650e-05
6.100000000000000000e+01, 4.787541953011880541e-03, 3.443252678323977607e-05
6.200000000000000000e+01, 4.630462759991206372e-03, 3.334456557916077343e-05
6.300000000000000000e+01, 4.483771034523567275e-03, 3.232916458167400841e-05
