1.600000000000000000e+01, 3.471166396879088456e-02, 2.545183882504530731e-04
1.700000000000000000e+01, 3.311367582846565238e-02, 2.426345934724425844e-04
1.800000000000000000e+01, 3.158997545946842095e-02, 2.313174206112743065e-04
1.900000000000000000e+01, 3.013714456230998789e-02, 2.205398597461516962e-04
2.000000000000000000e+01, 2.875192382767943061e-02, 2.102762130124960873e-04
2.100000000000000000e+01, 2.743120562442565372e-02, 2.005020311389855135e-04
2.200000000000000000e+01, 2.617202702781807472e-02, 1.911940530966407174e-04
2.300000000000000000e+01, 2.497156317244575430e-02, 1.823301487082412209e-04
2.400000000000000000e+01, 2.382712091484279898e-02, 1.738892640737994366e-04
2.500000000000000000e+01, 2.273613279162239528e-02, 1.658513696748725090e-04
2.600000000000000000e+01, 2.169615125956516483e-02, 1.581974110272477499e-04
2.700000000000000000e+01, 2.070484320473970838e-02, 1.509092617578981137e-04
2.800000000000000000e+01, 1.975998470833697368e-02, 1.439696789882073235e-04
2.900000000000000000e+01, 1.885945605747603102e-02, 1.373622609112306670e-04
3.000000000000000000e+01, 1.800123698978825862e-02, 1.310714064562474765e-04
3.100000000000000000e+01, 1.718340216111149954e-02, 1.250822769390920128e-04
3.200000000000000000e+01, 1.640411682612634772e-02, 1.193807596017013348e-04
3.300000000000000000e+01, 1.566163272224427652e-02, 1.139534329490445334e-04
3.400000000000000000e+01, 1.495428414751347364e-02, 1.087875337960686267e-04
3.500000000000000000e+01, 1.428048422374340008e-02, 1.038709259415721074e-04
3.600000000000000000e+01, 1.363872133646467505e-02, 9.919207038995926423e-05
3.700000000000000000e+01, 1.302755574373755734e-02, 9.473999704567874134e-05
3.800000000000000000e+01, 1.244561634620117326e-02, 9.050427780882794348e-05
3.900000000000000000e+01, 1.189159761111724042e-02, 8.647500100388022136e-05
4.000000000000000000e+01, 1.136425664350773287e-02, 8.264274707682751052e-05
4.100000000000000000e+01, 1.086241039781560627e-02, 7.899856549919836307e-05
4.200000000000000000e+01, 1.038493302383334052e-02, 7.553395282044923244e-05
4.300000000000000000e+01, 9.930753340944916893e-03, 7.224083181312827774e-05
4.400000000000000000e+01, 9.498852435014958420e-03, 6.911153165800692198e-05
4.500000000000000000e+01, 9.088261372533809612e-03, 6.613876911906767849e-05
4.600000000000000000e+01, 8.698059026890378118e-03, 6.331563066084811519e-05
4.700000000000000000e+01, 8.327370011896182561e-03, 6.063555546318530630e-05
4.800000000000000000e+01, 7.975362717924552869e-03, 5.809231929090349591e-05
4.900000000000000000e+01, 7.641247446259266836e-03, 5.568001917845086251e-05
5.000000000000000000e+01, 7.324274637467123768e-03, 5.339305889194964812e-05
5.100000000000000000e+01, 7.023733189819958249e-03, 5.122613513358530499e-05
5.200000000000000000e+01, 6.738948863993582221e-03, 4.917422445574581966e-05
5.300000000000000000e+01, 6.469282770464721347e-03, 4.723257085485453452e-05
5.400000000000000000e+01, 6.214129936212527301e-03, 4.539667401741505917e-05
5.500000000000000000e+01, 5.972917947509153933e-03, 4.366227819342652973e-05
5.600000000000000000e+01, 5.745105665754635799e-03, 4.202536167501645192e-05
5.700000000000000000e+01, 5.530182013475065488e-03, 4.048212686087207751e-05
5.800000000000000000e+01, 5.327664827760619781e-03, 3.902899088979007387e-05
5.900000000000000000e+01, 5.137099778571170214e-03, 3.766257682937975256e-05
6.000000000000000000e+01, 4.958059349482768149e-03, 3.637970540856332025e-05
6.100000000000000000e+01, 4.790141878588390772e-03, 3.517738728494949061e-05
6.200000000000000000e+01, 4.632970657401313218e-03, 3.405281584029890116e-05
6.300000000000000000e+01, 4.486193085739499133e-03, 3.300336049902846517e-05
