4.949842719445042024e-08, 4.731791974981119171e-08, 4.528244372109186708e-08, 4.329962438799370170e-08, 4.131423923793111348e-08, 3.941796601362713727e-08, 3.756580891296562661e-08, 3.575462441068279038e-08, 3.408913811700836970e-08, 3.254902427546218539e-08, 3.107279602766183706e-08, 2.972193931216026826e-08, 2.846134541467231147e-08, 2.718437191355659178e-08, 2.598850936759366865e-08, 2.490817865512910740e-08, 2.383473077128344390e-08, 2.273117354207553869e-08, 2.174142701312542375e-08, 2.073737310819929927e-08, 1.975867088503900041e-08, 1.881974829949133681e-08, 1.795686477207529888e-08, 1.718051526514595027e-08, 1.639545464494758983e-08, 1.561129953920919597e-08, 1.486170473382044352e-08, 1.414457568100214023e-08, 1.350930555445598989e-08, 1.292910500995113320e-08, 1.239179386244685536e-08, 1.185120419641395230e-08, 1.133832845245662715e-08, 1.084517484584936897e-08, 1.037319765338760300e-08, 9.921306124053255748e-09, 9.513686531342331021e-09, 9.128865645352503504e-09, 8.769868597106872528e-09, 8.441321345081928164e-09, 8.138021870152663465e-09, 7.847536274166637892e-09, 7.563812318936422911e-09, 7.292977030317877218e-09, 7.035907608885129546e-09, 6.792571861737446409e-09, 6.546859724453674697e-09, 6.318342920514154480e-09
4.731791974981119171e-08, 4.524248405443769364e-08, 4.330400094217442273e-08, 4.141303233348746447e-08, 3.951691277025721337e-08, 3.770457030655295076e-08, 3.593333316842967442e-08, 3.420080537990893816e-08, 3.260755634423123902e-08, 3.113390996495668244e-08, 2.972106054485761056e-08, 2.842835169024510152e-08, 2.722246934159656006e-08, 2.600100619584476177e-08, 2.485753004983335609e-08, 2.382465980737090454e-08, 2.279815072650985166e-08, 2.174221576165034479e-08, 2.079515928188609926e-08, 1.983436813764054673e-08, 1.889793068964948333e-08, 1.799977329582084986e-08, 1.717450023020734169e-08, 1.643227217806507126e-08, 1.568170163892202278e-08, 1.493186708262088566e-08, 1.421494465096554307e-08, 1.352912431570512391e-08, 1.292164217113857648e-08, 1.236656873500506325e-08, 1.185246632023540098e-08, 1.133514796444746736e-08, 1.084444185122325661e-08, 1.037271141201259839e-08, 9.921371325695375632e-09, 9.489341871878907763e-09, 9.099647078218945232e-09, 8.731822062269342113e-09, 8.388686992978235199e-09, 8.074671534096820625e-09, 7.784736115533075620e-09, 7.507006293816483472e-09, 7.235525930800361762e-09, 6.976354082600093966e-09, 6.730452625730214020e-09, 6.497676641936468037e-09, 6.262619649381157979e-09, 6.044038342544934679e-09
4.528244372109186708e-08, 4.330400094217442273e-08, 4.145806838683196131e-08, 3.965509639418458713e-08, 3.784383647705497637e-08, 3.611098419271025891e-08, 3.441631263498717134e-08, 3.275801738673677116e-08, 3.123280556505233717e-08, 2.982143346478932713e-08, 2.846786752134033964e-08, 2.722973249270048388e-08, 2.607516277884720090e-08, 2.490544192520413098e-08, 2.381050193585413932e-08, 2.282152667646382023e-08, 2.183838242107567151e-08, 2.082665090726427834e-08, 1.991932481097622569e-08, 1.899880514602697229e-08, 1.810178200731537248e-08, 1.724149853349402904e-08, 1.645121965824177707e-08, 1.574073916093161253e-08, 1.502228051489416004e-08, 1.430431774892342587e-08, 1.361775517621434502e-08, 1.296097074018100796e-08, 1.237924090461422876e-08, 1.184753557136833967e-08, 1.135508541801162840e-08, 1.085945065512218397e-08, 1.038928278303132154e-08, 9.937414511724219466e-09, 9.505199611500082461e-09, 9.091574396452678567e-09, 8.718505202995771523e-09, 8.366393346528960651e-09, 8.037869932533965210e-09, 7.737290299686688757e-09, 7.459798463104439849e-09, 7.193939370353558461e-09, 6.933793763190807543e-09, 6.685372878055409275e-09, 6.449723070721215221e-09, 6.226594535483934717e-09, 6.001290015757550026e-09, 5.791863966748123054e-09
4.329962438799370170e-08, 4.141303233348746447e-08, 3.965509639418458713e-08, 3.793945326363612154e-08, 3.621346694452379687e-08, 3.456010855777759595e-08, 3.294167988582042392e-08, 3.135691895025981473e-08, 2.989866236685197458e-08, 2.854825266547772111e-08, 2.725303446953709400e-08, 2.606853235870311036e-08, 2.496374998557890751e-08, 2.384407506914667013e-08, 2.279610586034205650e-08, 2.184948592029271938e-08, 2.090832553403864157e-08, 1.993971132706393765e-08, 1.907113032193033749e-08, 1.818984738961553199e-08, 1.733126494006729038e-08, 1.650807290436373150e-08, 1.575197644636488628e-08, 1.507231841126265943e-08, 1.438512042034378398e-08, 1.369836821492314513e-08, 1.304154576855481113e-08, 1.241309754424522230e-08, 1.185637757434740703e-08, 1.134741252519591296e-08, 1.087604159507911009e-08, 1.040163057359049123e-08, 9.951547353989224928e-09, 9.519033034437445977e-09, 9.105431848228290621e-09, 8.709724152167913483e-09, 8.352805659445063065e-09, 8.015890099382473428e-09, 7.701430296938451153e-09, 7.413793259820887627e-09, 7.148258446003412564e-09, 6.893844776472126016e-09, 6.644668403315798439e-09, 6.406571275411870730e-09, 6.180765301494660462e-09, 5.966911445899811775e-09, 5.750986026744672582e-09, 5.550353169393731024e-09
4.131423923793111348e-08, 3.951691277025721337e-08, 3.784383647705497637e-08, 3.621346694452379687e-08, 3.457382159195009514e-08, 3.300133634306889750e-08, 3.146033323469524258e-08, 2.994984272061162165e-08, 2.855890569292656605e-08, 2.726959327053983648e-08, 2.603280087098510474e-08, 2.490186688486570416e-08, 2.384665387246224312e-08, 2.277708037207508254e-08, 2.177596979675736883e-08, 2.087144348528698097e-08, 1.997187711657258075e-08, 1.904638858058544112e-08, 1.821655956708951306e-08, 1.737480455586618439e-08, 1.655512608417345127e-08, 1.576951555001111915e-08, 1.504789012832285925e-08, 1.439919895865172868e-08, 1.374359044126686184e-08, 1.308852324358217198e-08, 1.246188500668345135e-08, 1.186225322131945061e-08, 1.133089459069988446e-08, 1.084493957170669522e-08, 1.039483707451091825e-08, 9.941910975093750945e-09, 9.512173587457627620e-09, 9.099258532874237702e-09, 8.704451869840682037e-09, 8.326770418038557889e-09, 7.986163921338868072e-09, 7.664571778660942449e-09, 7.364218960924778775e-09, 7.089462826325239823e-09, 6.835832386114709973e-09, 6.592873138310210764e-09, 6.354774120506836844e-09, 6.127075489355233672e-09, 5.911152097158642506e-09, 5.706637958782707429e-09, 5.500156788071805730e-09, 5.308329812000092314e-09
3.941796601362713727e-08, 3.770457030655295076e-08, 3.611098419271025891e-08, 3.456010855777759595e-08, 3.300133634306889750e-08, 3.150708099578796473e-08, 3.004132428612301947e-08, 2.860249597603291117e-08, 2.727636613917479877e-08, 2.604590811096770280e-08, 2.486519492617508384e-08, 2.378548338657289606e-08, 2.277788882624101272e-08, 2.175641069741199005e-08, 2.080026675871792363e-08, 1.993614381098836668e-08, 1.907651313696414194e-08, 1.819231437278173048e-08, 1.739965235349853508e-08, 1.659570728458778506e-08, 1.581314684337558896e-08, 1.506330179315153104e-08, 1.437446265255069541e-08, 1.375524362411579197e-08, 1.312941650068050501e-08, 1.250421414994938178e-08, 1.190614296176672787e-08, 1.133389884924674034e-08, 1.082672775947078789e-08, 1.036269922109683450e-08, 9.932794468046637635e-09, 9.500186515714939994e-09, 9.089805076734511042e-09, 8.695658594162418608e-09, 8.318826153276915618e-09, 7.958355499401356178e-09, 7.633286757290909725e-09, 7.326354991382031587e-09, 7.039568642756541818e-09, 6.777229803167750725e-09, 6.535093933312372750e-09, 6.303152988013593149e-09, 6.075733032971427687e-09, 5.858090457329774919e-09, 5.651669957777465383e-09, 5.456148083915349984e-09, 5.258749516627615449e-09, 5.075362448043334549e-09
3.756580891296562661e-08, 3.593333316842967442e-08, 3.441631263498717134e-08, 3.294167988582042392e-08, 3.146033323469524258e-08, 3.004132428612301947e-08, 2.865058746197987279e-08, 2.728382549327471751e-08, 2.602246780982210794e-08, 2.485066689325432888e-08, 2.372518351207417635e-08, 2.269555760513509569e-08, 2.173440634959398428e-08, 2.075990766407080854e-08, 1.984722060784799169e-08, 1.902177392192125131e-08, 1.820048246606045601e-08, 1.735637103601187625e-08, 1.659962641771485014e-08, 1.583251708682005499e-08, 1.508621525846873154e-08, 1.437138742898714285e-08, 1.371460614411274721e-08, 1.312427175493152213e-08, 1.252772649437661634e-08, 1.193182571905207015e-08, 1.136168139497633572e-08, 1.081621349234574303e-08, 1.033261266261425326e-08, 9.889987076604515306e-09, 9.479790605426356705e-09, 9.067071086599168399e-09, 8.675593471383573076e-09, 8.299724198255937295e-09, 7.940333781068455451e-09, 7.596570899685888748e-09, 7.286598191433725320e-09, 6.994023095826773269e-09, 6.720628307763031381e-09, 6.470541089527179393e-09, 6.239789538234579888e-09, 6.018725827924630925e-09, 5.801911571787774746e-09, 5.594232893408681723e-09, 5.397149615866841194e-09, 5.210445732181068622e-09, 5.021954295977728122e-09, 4.846821812203888343e-09
3.575462441068279038e-08, 3.420080537990893816e-08, 3.275801738673677116e-08, 3.135691895025981473e-08, 2.994984272061162165e-08, 2.860249597603291117e-08, 2.728382549327471751e-08, 2.598888891984389544e-08, 2.479251081935826828e-08, 2.367923693798511399e-08, 2.260873838241291610e-08, 2.162874818386580951e-08, 2.071339612826093710e-08, 1.978504990280443924e-08, 1.891502688792062322e-08, 1.812768939704224584e-08, 1.734422379188237525e-08, 1.653974348643136317e-08, 1.581827784390759624e-08, 1.508735074626251659e-08, 1.437648572445740316e-08, 1.369581696463399738e-08, 1.307030252028526388e-08, 1.250804809576088036e-08, 1.193992793476248682e-08, 1.137232162626457674e-08, 1.082919286276113864e-08, 1.030965206062909395e-08, 9.848893819391133808e-09, 9.427002156116058139e-09, 9.035892911964333352e-09, 8.642531735037811987e-09, 8.269452733741982469e-09, 7.911333734725878558e-09, 7.568898708736960173e-09, 7.241338701891912336e-09, 6.946020158434686688e-09, 6.667390930497599055e-09, 6.407050177827683600e-09, 6.168922374244857891e-09, 5.949291095593609887e-09, 5.738885696257796129e-09, 5.532511581396906184e-09, 5.334706575075336943e-09, 5.146919437574155370e-09, 4.968932661697456905e-09, 4.789206489915378313e-09, 4.622178256056617807e-09
3.408913811700836970e-08, 3.260755634423123902e-08, 3.123280556505233717e-08, 2.989866236685197458e-08, 2.855890569292656605e-08, 2.727636613917479877e-08, 2.602246780982210794e-08, 2.479251081935826828e-08, 2.365657074798310139e-08, 2.259818999779253216e-08, 2.157913307163861908e-08, 2.064540447294169014e-08, 1.977267233526637644e-08, 1.888716131539893899e-08, 1.805696125948783033e-08, 1.730539770845974271e-08, 1.655736341272882467e-08, 1.578956646281534318e-08, 1.510078493873090241e-08, 1.440313619543103685e-08, 1.372467663065908209e-08, 1.307521260517153606e-08, 1.247835934701527149e-08, 1.194186419933545638e-08, 1.139969449107611886e-08, 1.085786049069181321e-08, 1.033939922732240165e-08, 9.843472739306551674e-09, 9.403537908685132695e-09, 9.000579945321408489e-09, 8.626940344637838176e-09, 8.251283050490932321e-09, 7.895082021134228297e-09, 7.553187004960487906e-09, 7.226252755638541154e-09, 6.913523630757323313e-09, 6.631641636289709000e-09, 6.365776797507271090e-09, 6.117392293247787128e-09, 5.890299803866107100e-09, 5.680932669180700195e-09, 5.480365536001363582e-09, 5.283630698261614698e-09, 5.095012940589396413e-09, 4.915898249316580703e-09, 4.746013747201989808e-09, 4.574411554484376681e-09, 4.414891449790083366e-09
3.254902427546218539e-08, 3.113390996495668244e-08, 2.982143346478932713e-08, 2.854825266547772111e-08, 2.726959327053983648e-08, 2.604590811096770280e-08, 2.485066689325432888e-08, 2.367923693798511399e-08, 2.259818999779253216e-08, 2.159141920189124841e-08, 2.062094998460058080e-08, 1.973071664156737636e-08, 1.889807915618510022e-08, 1.805279720662367304e-08, 1.726012542455395053e-08, 1.654214256487499550e-08, 1.582722970502447253e-08, 1.509345762584324175e-08, 1.443511296621718891e-08, 1.376839395843780336e-08, 1.311991169810557706e-08, 1.249933054713903731e-08, 1.192910353786502672e-08, 1.141650537600604320e-08, 1.089826982411768758e-08, 1.038029734783800693e-08, 9.884711175067061851e-09, 9.410644311444483637e-09, 8.989927146423432038e-09, 8.604530285079002562e-09, 8.247151896804989849e-09, 7.887870725634223985e-09, 7.547227028669157805e-09, 7.220229759089190353e-09, 6.907566363816256774e-09, 6.608529895795084946e-09, 6.339059963995998340e-09, 6.085024843395149792e-09, 5.847729513549207137e-09, 5.630887935718972344e-09, 5.431050605066977107e-09, 5.239561686933844470e-09, 5.051737296074020630e-09, 4.871673935745648153e-09, 4.700646233146009669e-09, 4.538326474575519959e-09, 4.374323206698509876e-09, 4.221816072617949168e-09
